,basement_b'N',basement_b'Y',state_b'AZ',state_b'IN',state_b'MA',state_b'MN',state_b'MO',state_b'ND',state_b'PA',state_b'R5',activity,Uppm,floor,lat,lon,zip
6093,0,1,0,0,1,0,0,0,0,0,51.79999911785126,2.00698,0,42.639,-70.905,1845
6094,0,1,0,0,1,0,0,0,0,0,70.29999911785126,1.96705,0,42.135,-72.632,1020
6095,0,1,0,0,1,0,0,0,0,0,44.400001764297485,2.43343,0,42.485,-71.392,1746
6096,0,1,0,0,1,0,0,0,0,0,62.900001764297485,2.04101,0,42.289,-70.776,2171
6097,1,0,0,1,0,0,0,0,0,0,170.19999647140503,1.98755,1,39.431,-87.39,47885
6098,0,1,0,0,0,0,0,0,1,0,37.0,2.57879,0,40.189,-80.249,15301
6099,0,1,0,0,0,1,0,0,0,0,51.79999911785126,0.907991,0,45.005,-93.477,55419
6100,0,1,0,0,0,0,0,0,1,0,125.80000352859497,2.61898,0,40.912,-79.913,16001
6101,1,0,1,0,0,0,0,0,0,0,74.0,3.43326,1,32.097,-111.789,85730
6102,1,0,0,0,0,0,1,0,0,0,159.10000705718994,1.57138,1,38.027,-92.766,65786
6103,0,1,0,0,0,1,0,0,0,0,25.89999955892563,1.10061,0,44.821,-93.803,55318
6104,0,1,0,1,0,0,0,0,0,0,210.89999294281006,1.12399,0,41.617,-86.29,46637
6105,0,1,0,0,0,0,1,0,0,0,77.69999647140503,2.09884,0,38.744,-93.806,64093
6106,0,1,0,0,0,0,0,1,0,0,62.900001764297485,1.34533,1,47.922,-98.192,58259
6107,0,1,0,0,0,0,1,0,0,0,77.69999647140503,2.09233,0,39.31,-94.42,64068
6108,0,1,0,0,1,0,0,0,0,0,170.19999647140503,2.43343,0,42.485,-71.392,2176
6109,0,1,0,0,1,0,0,0,0,0,92.5,2.00698,0,42.639,-70.905,1952
6110,0,1,0,0,0,0,0,0,1,0,488.39999294281006,2.1283,0,42.12,-80.098,16503
6111,1,0,0,1,0,0,0,0,0,0,11.100000441074371,2.17969,1,39.782,-86.138,46254
6112,1,0,0,1,0,0,0,0,0,0,292.30000352859497,1.394,1,41.644,-85.001,46703
6113,0,1,0,1,0,0,0,0,0,0,70.29999911785126,1.12399,0,41.617,-86.29,46628
6114,0,1,0,0,0,0,0,1,0,0,129.5,1.38657,0,47.588,-99.661,58341
6115,1,0,1,0,0,0,0,0,0,0,33.29999911785126,3.11518,1,33.349,-112.491,85345
6116,0,1,0,0,0,0,0,0,1,0,177.60000705718994,2.74915,0,41.821,-75.801,18818
6117,1,0,0,0,0,0,0,0,0,1,540.2000141143799,0.421763,1,46.335,-84.536,49715
6118,0,1,0,0,1,0,0,0,0,0,37.0,1.96705,0,42.135,-72.632,1107
6119,1,0,0,0,0,0,1,0,0,0,77.69999647140503,1.88396,1,36.832,-89.29,63882
6120,1,0,1,0,0,0,0,0,0,0,14.800000220537186,3.11518,1,33.349,-112.491,85234
6121,0,1,0,0,0,1,0,0,0,0,25.89999955892563,0.976144,0,44.672,-93.066,55057
6122,1,0,0,0,0,0,0,1,0,0,74.0,1.91522,1,46.811,-102.655,58601
6123,0,1,0,0,0,0,0,1,0,0,22.200000882148743,1.38757,0,48.369,-97.721,58227
6124,1,0,1,0,0,0,0,0,0,0,255.30000352859497,3.11518,1,33.349,-112.491,85226
6125,0,1,0,0,0,0,0,0,1,0,29.60000044107437,2.63999,0,41.437,-75.61,18512
6126,0,1,0,0,0,0,0,0,1,0,48.099998235702515,2.59308,0,41.128,-79.0,15767
6127,1,0,0,0,1,0,0,0,0,0,11.100000441074371,2.43343,1,42.485,-71.392,1886
6128,0,1,0,0,0,0,0,0,1,0,22.200000882148743,3.28,0,40.007,-75.135,19120
6129,0,1,0,0,0,0,1,0,0,0,381.10000705718994,1.83228,0,39.143,-92.696,65274
6130,0,1,0,0,0,0,0,0,1,0,11.100000441074371,2.49651,0,39.92,-76.727,17319
6131,1,0,1,0,0,0,0,0,0,0,270.10000705718994,3.43326,1,32.097,-111.789,85730
6132,0,1,0,0,0,0,0,0,1,0,25.89999955892563,2.37618,0,40.311,-79.468,15644
6133,0,1,0,0,0,0,0,0,1,0,151.69999647140503,2.08844,0,40.481,-78.349,16673
6134,0,1,0,0,0,0,0,0,1,0,148.0,2.63999,0,41.437,-75.61,18505
6135,0,1,0,0,0,0,0,0,1,0,321.89999294281006,2.49651,0,39.92,-76.727,17019
6136,0,1,0,0,1,0,0,0,0,0,447.7000141143799,2.43343,0,42.485,-71.392,1821
6137,1,0,1,0,0,0,0,0,0,0,625.2999858856201,2.99849,1,32.904,-111.344,85222
6138,0,1,0,0,0,0,0,0,1,0,55.5,2.00134,0,39.92,-79.647,15478
6139,0,1,0,0,0,0,0,0,1,0,503.2000141143799,2.37216,0,40.991,-80.334,16143
6140,0,1,0,0,0,1,0,0,0,0,103.59999823570251,0.622088,0,47.588,-92.462,55811
6141,0,1,0,0,1,0,0,0,0,0,225.69999647140503,1.96705,0,42.135,-72.632,1106
6142,1,0,1,0,0,0,0,0,0,0,11.100000441074371,2.71407,1,35.704,-113.757,86442
6143,0,1,0,0,0,0,0,0,1,0,136.90000176429749,2.56866,0,40.468,-79.982,15101
6144,0,1,0,0,1,0,0,0,0,0,44.400001764297485,1.68913,0,41.757,-71.089,2356
6145,0,1,0,0,0,0,1,0,0,0,29.60000044107437,1.68632,2,38.64,-90.444,63017
6146,1,0,0,1,0,0,0,0,0,0,66.59999823570251,1.93676,1,38.997,-85.628,47273
6147,1,0,0,0,1,0,0,0,0,0,29.60000044107437,2.5116,1,42.351,-71.908,1545
6148,0,1,0,0,0,0,0,1,0,0,74.0,1.3624,0,48.767,-97.552,58222
6149,0,1,0,0,0,0,1,0,0,0,225.69999647140503,2.10811,0,39.008,-94.347,64129
6150,0,1,0,0,0,0,0,1,0,0,55.5,1.62023,0,47.922,-97.457,58201
6151,0,1,0,0,1,0,0,0,0,0,3.7000000551342964,1.42956,0,41.987,-70.736,2346
6152,0,1,0,0,0,0,0,1,0,0,44.400001764297485,1.14684,1,48.235,-100.636,58792
6153,0,1,0,0,0,0,1,0,0,0,148.0,2.12421,0,39.381,-94.773,64098
6154,0,1,0,0,0,0,1,0,0,0,173.89999294281006,1.84854,0,40.114,-93.565,64683
6155,0,1,0,0,1,0,0,0,0,0,59.20000088214874,2.43343,0,42.485,-71.392,1773
6156,1,0,0,0,0,0,0,0,0,1,270.10000705718994,0.695222,1,43.641,-84.847,48858
6157,1,0,0,0,0,0,1,0,0,0,29.60000044107437,1.88578,0,40.355,-93.992,64642
6158,0,1,0,0,0,0,0,0,1,0,99.90000176429749,2.59308,0,41.128,-79.0,15825
6159,0,1,0,0,0,0,0,0,0,1,51.79999911785126,0.678591,0,46.053,-89.515,54538
6160,0,1,0,0,0,0,0,0,1,0,22.200000882148743,2.63999,0,41.437,-75.61,18407
6161,1,0,0,1,0,0,0,0,0,0,351.5,1.63666,1,41.023,-87.116,47978
6162,0,1,0,0,0,0,0,1,0,0,66.59999823570251,1.38757,0,48.369,-97.721,58270
6163,0,1,0,0,1,0,0,0,0,0,96.19999647140503,1.61977,0,42.371,-73.207,1225
6164,0,1,0,0,0,0,0,0,1,0,122.09999823570251,3.28155,0,40.754,-75.308,18013
6165,0,1,0,0,0,0,0,0,1,0,92.5,2.57879,0,40.189,-80.249,15317
6166,0,1,0,0,0,0,0,0,1,0,240.5,2.55323,0,40.682,-80.35,15010
6167,0,1,0,0,0,0,0,0,1,0,62.900001764297485,1.82237,0,39.917,-75.4,19065
6168,1,0,0,0,0,0,1,0,0,0,159.10000705718994,1.95809,1,37.502,-94.347,64759
6169,0,1,0,0,0,0,0,0,1,0,48.099998235702515,2.06501,0,41.234,-77.637,17778
6170,1,0,1,0,0,0,0,0,0,0,44.400001764297485,3.43326,1,32.097,-111.789,85716
6171,0,1,0,0,1,0,0,0,0,0,77.69999647140503,1.96705,0,42.135,-72.632,1030
6172,1,0,0,0,0,0,1,0,0,0,44.400001764297485,2.14794,1,36.716,-90.406,63901
6173,1,0,0,0,1,0,0,0,0,0,66.59999823570251,2.00698,1,42.639,-70.905,1970
6174,0,1,0,0,1,0,0,0,0,0,418.10000705718994,0.0,0,41.777,-70.257,2559
6175,0,1,0,0,0,0,0,0,0,1,44.400001764297485,0.88449,0,44.416,-88.465,54155
6176,0,1,0,0,1,0,0,0,0,0,25.89999955892563,2.43343,0,42.485,-71.392,2178
6177,0,1,0,0,0,0,0,0,1,0,77.69999647140503,2.5027,0,40.416,-75.927,19530
6178,0,1,0,1,0,0,0,0,0,0,666.0,2.06239,0,38.477,-85.708,47130
6179,1,0,0,0,0,0,1,0,0,0,51.79999911785126,1.74738,1,37.658,-92.59,65536
6180,0,1,0,0,1,0,0,0,0,0,214.60000705718994,2.43343,0,42.485,-71.392,1773
6181,0,1,0,1,0,0,0,0,0,0,48.099998235702515,2.17969,0,39.782,-86.138,46240
6182,0,1,0,0,0,0,0,1,0,0,29.60000044107437,1.77863,0,46.717,-101.283,58554
6183,0,1,0,1,0,0,0,0,0,0,55.5,1.30385,0,41.549,-86.742,46350
6184,0,1,0,0,0,0,1,0,0,0,247.89999294281006,2.08563,0,39.066,-93.786,64021
6185,0,1,0,0,0,0,0,1,0,0,592.0,1.77863,0,46.717,-101.283,58563
6186,0,1,0,0,0,0,0,0,0,1,29.60000044107437,0.678591,0,46.053,-89.515,54538
6187,0,1,0,0,0,0,0,0,1,0,70.29999911785126,2.55323,0,40.682,-80.35,15001
6188,0,1,0,0,1,0,0,0,0,0,259.0,1.42956,0,41.987,-70.736,2061
6189,0,1,0,0,1,0,0,0,0,0,59.20000088214874,2.43343,0,42.485,-71.392,1778
6190,1,0,0,0,1,0,0,0,0,0,29.60000044107437,2.04101,9,42.289,-70.776,2368
6191,0,1,0,0,1,0,0,0,0,0,288.60000705718994,1.96705,0,42.135,-72.632,1085
6192,1,0,0,0,0,1,0,0,0,0,37.0,0.505752,1,48.771,-94.905,56686
6193,1,0,0,1,0,0,0,0,0,0,66.59999823570251,1.30385,1,41.549,-86.742,46360
6194,0,1,0,0,0,0,1,0,0,0,74.0,2.10811,1,39.008,-94.347,64127
6195,0,1,0,0,0,0,0,0,1,0,11.100000441074371,2.24475,0,41.302,-80.258,16146
6196,0,1,0,0,0,1,0,0,0,0,44.400001764297485,0.479352,0,45.504,-92.907,55045
6197,1,0,0,0,0,0,1,0,0,0,151.69999647140503,1.57138,1,38.027,-92.766,65037
6198,0,1,0,1,0,0,0,0,0,0,743.7000141143799,2.17969,0,39.782,-86.138,46208
6199,1,0,0,1,0,0,0,0,0,0,336.7000141143799,2.05314,1,39.853,-87.465,47928
6200,0,1,0,0,0,0,0,0,1,0,499.5,2.56866,0,40.468,-79.982,15232
6201,1,0,1,0,0,0,0,0,0,0,29.60000044107437,3.43326,1,32.097,-111.789,85710
6202,0,1,0,0,0,0,1,0,0,0,347.7999858856201,2.10811,0,39.008,-94.347,64132
6203,0,1,0,0,0,0,0,1,0,0,51.79999911785126,1.62023,0,47.922,-97.457,58201
6204,0,1,0,0,0,0,1,0,0,0,22.200000882148743,2.10811,0,39.008,-94.347,64118
6205,1,0,1,0,0,0,0,0,0,0,62.900001764297485,3.43326,1,32.097,-111.789,85704
6206,0,1,0,1,0,0,0,0,0,0,159.10000705718994,2.09873,0,38.025,-87.586,47711
6207,1,0,1,0,0,0,0,0,0,0,247.89999294281006,3.11518,1,33.349,-112.491,85021
6208,1,0,1,0,0,0,0,0,0,0,25.89999955892563,2.42466,1,35.4,-110.321,86025
6209,0,1,0,0,0,0,0,0,1,0,37.0,2.67869,0,41.177,-75.989,18704
6210,0,1,0,0,0,0,0,1,0,0,114.69999647140503,1.38757,0,48.369,-97.721,58270
6211,0,1,0,1,0,0,0,0,0,0,85.09999823570251,1.69837,0,41.509,-87.073,46304
6212,0,1,0,0,0,0,1,0,0,0,325.60000705718994,1.66622,0,38.636,-90.245,63119
6213,1,0,0,0,0,0,1,0,0,0,18.5,2.02058,1,36.774,-91.886,65775
6214,0,1,0,0,0,0,0,0,1,0,25.89999955892563,2.55323,0,40.682,-80.35,16136
6215,1,0,0,1,0,0,0,0,0,0,29.60000044107437,2.2372,1,40.769,-86.045,46970
6216,1,0,0,0,0,0,0,1,0,0,177.60000705718994,1.99276,1,46.113,-103.52,58623
6217,0,1,0,0,0,0,0,1,0,0,29.60000044107437,1.3624,0,48.767,-97.552,58222
6218,0,1,0,0,0,0,0,1,0,0,51.79999911785126,1.62023,0,47.922,-97.457,58201
6219,0,1,0,1,0,0,0,0,0,0,40.70000088214874,2.14807,0,38.6,-86.105,47167
6220,0,1,0,0,0,0,1,0,0,0,66.59999823570251,1.66622,0,38.636,-90.245,63139
6221,1,0,0,0,0,0,0,0,1,0,99.90000176429749,2.92643,1,40.211,-75.368,19422
6222,0,1,0,0,1,0,0,0,0,0,299.7000141143799,2.43343,0,42.485,-71.392,2193
6223,0,1,0,0,0,0,0,0,0,1,59.20000088214874,0.552472,0,47.974,-94.937,56633
6224,0,1,0,0,0,0,0,1,0,0,118.40000176429749,1.53562,0,48.719,-101.658,58740
6225,0,1,0,0,1,0,0,0,0,0,88.80000352859497,2.43343,0,42.485,-71.392,1775
6226,0,1,0,0,0,1,0,0,0,0,484.7000141143799,0.428565,0,45.273,-93.246,55433
6227,0,1,0,0,0,0,0,0,1,0,18.5,2.48623,0,41.518,-76.017,18419
6228,0,1,0,1,0,0,0,0,0,0,37.0,2.06239,0,38.477,-85.708,47130
6229,0,1,0,1,0,0,0,0,0,0,214.60000705718994,1.79318,0,41.472,-87.376,46375
6230,1,0,1,0,0,0,0,0,0,0,29.60000044107437,3.43326,1,32.097,-111.789,85743
6231,1,0,0,0,0,0,1,0,0,0,181.30000352859497,1.70124,1,36.655,-93.041,65740
6232,1,0,1,0,0,0,0,0,0,0,284.89999294281006,2.71407,1,35.704,-113.757,86401
6233,1,0,0,0,0,0,0,1,0,0,51.79999911785126,1.91522,1,46.811,-102.655,58622
6234,0,1,0,0,1,0,0,0,0,0,40.70000088214874,0.0,0,42.349,-70.982,2132
6235,1,0,0,1,0,0,0,0,0,0,25.89999955892563,2.18034,1,39.393,-87.116,47841
6236,1,0,0,1,0,0,0,0,0,0,210.89999294281006,2.14045,1,38.685,-85.748,47170
6237,0,1,0,0,0,0,0,1,0,0,85.09999823570251,1.52519,0,48.201,-102.355,58769
6238,1,0,0,1,0,0,0,0,0,0,40.70000088214874,2.08592,1,40.162,-85.719,46036
6239,0,1,0,0,0,0,0,1,0,0,7.400000110268593,1.37774,0,48.686,-99.245,58324
6240,1,0,0,0,0,0,0,0,1,0,11.100000441074371,2.53277,1,41.332,-75.034,18337
6241,0,1,0,0,0,0,0,0,1,0,7.400000110268593,2.56866,0,40.468,-79.982,15236
6242,0,1,0,0,1,0,0,0,0,0,40.70000088214874,1.68913,0,41.757,-71.089,2703
6243,0,1,0,0,0,0,0,0,0,1,59.20000088214874,0.421763,1,46.335,-84.536,49783
6244,1,0,0,1,0,0,0,0,0,0,55.5,2.11897,1,39.49,-86.102,46181
6245,0,1,0,0,0,1,0,0,0,0,70.29999911785126,0.428565,0,45.273,-93.246,55025
6246,0,1,0,0,0,0,0,1,0,0,358.89999294281006,1.67647,0,47.454,-97.161,58045
6247,0,1,0,0,0,0,1,0,0,0,122.09999823570251,1.66622,0,38.636,-90.245,63123
6248,1,0,0,1,0,0,0,0,0,0,185.0,2.49759,1,41.091,-85.067,46819
6249,0,1,0,0,0,0,1,0,0,0,11.100000441074371,1.66622,0,38.636,-90.245,63114
6250,0,1,0,0,0,0,0,0,1,0,111.0,2.56866,0,40.468,-79.982,15237
6251,1,0,1,0,0,0,0,0,0,0,11.100000441074371,2.01841,1,35.839,-111.77,86004
6252,0,1,0,0,0,0,1,0,0,0,111.0,1.8345,0,39.87,-93.107,64628
6253,1,0,1,0,0,0,0,0,0,0,299.7000141143799,3.11518,1,33.349,-112.491,85033
6254,0,1,0,0,0,0,0,0,0,1,37.0,1.14643,0,44.789,-88.766,54416
6255,0,1,0,0,1,0,0,0,0,0,77.69999647140503,2.5116,0,42.351,-71.908,1543
6256,0,1,0,0,0,1,0,0,0,0,96.19999647140503,1.51424,1,43.674,-92.09,55962
6257,0,1,0,0,0,0,0,0,0,1,18.5,0.853045,0,46.496,-89.795,49969
6258,1,0,0,0,0,0,0,0,0,1,59.20000088214874,0.242674,1,46.042,-86.177,49854
6259,0,1,0,0,0,0,0,0,1,0,336.7000141143799,2.63999,1,41.437,-75.61,18505
6260,0,1,0,0,0,1,0,0,0,0,1513.3000564575195,0.976144,0,44.672,-93.066,55033
6261,1,0,1,0,0,0,0,0,0,0,1920.3000564575195,3.11518,1,33.349,-112.491,85023
6262,0,1,0,0,0,0,0,0,0,1,155.39999294281006,0.544319,1,46.949,-94.325,56641
6263,0,1,0,0,0,1,0,0,0,0,288.60000705718994,1.58917,0,43.987,-91.78,55987
6264,1,0,0,0,0,0,1,0,0,0,196.10000705718994,1.66622,1,38.636,-90.245,63126
6265,0,1,0,0,0,0,0,0,1,0,118.40000176429749,2.82376,0,40.812,-79.465,16210
6266,1,0,0,0,0,0,1,0,0,0,37.0,1.774,1,37.724,-93.856,64744
6267,0,1,0,0,0,0,0,0,1,0,77.69999647140503,1.90288,0,41.745,-77.896,16915
6268,1,0,0,1,0,0,0,0,0,0,88.80000352859497,2.49759,1,41.091,-85.067,46835
6269,0,1,0,1,0,0,0,0,0,0,74.0,1.79318,0,41.472,-87.376,46319
6270,1,0,1,0,0,0,0,0,0,0,62.900001764297485,3.11518,1,33.349,-112.491,85021
6271,1,0,1,0,0,0,0,0,0,0,74.0,2.71407,1,35.704,-113.757,86442
6272,0,1,0,0,0,0,0,0,1,0,70.29999911785126,2.38025,0,41.401,-79.759,16373
6273,0,1,0,0,0,1,0,0,0,0,44.400001764297485,0.907991,1,45.005,-93.477,55434
6274,1,0,1,0,0,0,0,0,0,0,44.400001764297485,3.43326,1,32.097,-111.789,85704
6275,0,1,0,0,0,0,1,0,0,0,318.2000141143799,1.66622,0,38.636,-90.245,63123
6276,1,0,1,0,0,0,0,0,0,0,74.0,2.71407,1,35.704,-113.757,86403
6277,1,0,0,0,0,0,1,0,0,0,85.09999823570251,1.78014,1,38.992,-92.309,65203
6278,0,1,0,1,0,0,0,0,0,0,114.69999647140503,2.17814,0,38.092,-87.272,47630
6279,1,0,1,0,0,0,0,0,0,0,177.60000705718994,3.11518,1,33.349,-112.491,85373
6280,1,0,0,0,0,0,1,0,0,0,81.40000176429749,2.04495,1,40.212,-94.41,64463
6281,0,1,0,0,0,0,1,0,0,0,9653.299774169922,1.63217,1,38.261,-90.538,63020
6282,0,1,0,0,0,0,1,0,0,0,133.19999647140503,2.09233,0,39.31,-94.42,64118
6283,0,1,0,0,0,0,0,1,0,0,6127.200225830078,1.14684,0,48.235,-100.636,58790
6284,1,0,0,1,0,0,0,0,0,0,37.0,1.73762,1,38.826,-85.039,47043
6285,0,1,0,0,0,0,0,1,0,0,40.70000088214874,1.97395,1,46.097,-102.528,58624
6286,0,1,0,1,0,0,0,0,0,0,270.10000705718994,2.05531,1,39.307,-85.501,47240
6287,0,1,0,0,0,0,0,0,0,1,11.100000441074371,0.544319,0,46.949,-94.325,56633
6288,0,1,0,0,0,0,0,0,1,0,88.80000352859497,2.99494,0,41.049,-76.405,18635
6289,1,0,0,1,0,0,0,0,0,0,59.20000088214874,2.11897,1,39.49,-86.102,46142
6290,1,0,0,0,0,0,1,0,0,0,88.80000352859497,1.84293,1,37.258,-93.342,65807
6291,0,1,0,1,0,0,0,0,0,0,51.79999911785126,1.58091,0,41.244,-85.861,46562
6292,1,0,0,0,1,0,0,0,0,0,22.200000882148743,0.0,1,42.349,-70.982,2130
6293,0,1,0,0,0,0,1,0,0,0,118.40000176429749,1.77261,0,37.616,-93.4,65613
6294,0,1,0,0,0,0,0,0,1,0,92.5,2.56866,0,40.468,-79.982,15227
6295,0,1,0,0,0,0,0,0,1,0,14.800000220537186,2.38025,0,41.401,-79.759,16301
6296,0,1,0,0,0,0,0,1,0,0,210.89999294281006,1.3624,1,48.767,-97.552,58216
6297,0,1,0,0,1,0,0,0,0,0,284.89999294281006,2.43343,0,42.485,-71.392,2176
6298,0,1,0,0,0,0,0,1,0,0,111.0,1.62023,0,47.922,-97.457,58201
6299,1,0,0,0,0,0,1,0,0,0,418.10000705718994,2.01343,1,37.106,-93.833,65708
6300,0,1,0,1,0,0,0,0,0,0,33.29999911785126,2.06239,0,38.477,-85.708,47130
6301,0,1,0,0,0,1,0,0,0,0,122.09999823570251,0.976144,0,44.672,-93.066,55068
6302,0,1,0,0,0,0,1,0,0,0,18.5,1.66622,0,38.636,-90.245,63131
6303,0,1,0,0,0,0,0,0,1,0,66.59999823570251,3.15469,0,41.058,-75.339,18058
6304,0,1,0,0,1,0,0,0,0,0,103.59999823570251,1.61977,0,42.371,-73.207,1230
6305,0,1,0,0,0,1,0,0,0,0,3300.399887084961,0.622088,0,47.588,-92.462,55734
6306,0,1,0,0,0,0,0,0,1,0,140.59999823570251,3.28,0,40.007,-75.135,19142
6307,0,1,0,0,0,0,1,0,0,0,159.10000705718994,2.08563,0,39.066,-93.786,64076
6308,0,1,0,0,0,0,0,0,0,1,240.5,0.869524,0,46.7,-88.352,49946
6309,1,0,0,0,0,0,1,0,0,0,62.900001764297485,1.84293,1,37.258,-93.342,65803
6310,0,1,0,0,0,0,1,0,0,0,99.90000176429749,1.83228,1,39.143,-92.696,65254
6311,0,1,0,1,0,0,0,0,0,0,40.70000088214874,1.12399,0,41.617,-86.29,46614
6312,1,0,1,0,0,0,0,0,0,0,118.40000176429749,2.71407,1,35.704,-113.757,86403
6313,0,1,0,0,0,1,0,0,0,0,66.59999823570251,0.530789,0,46.483,-94.07,56441
6314,1,0,0,0,0,0,1,0,0,0,55.5,2.12421,1,39.381,-94.773,64089
6315,1,0,0,0,0,0,1,0,0,0,111.0,1.84293,1,37.258,-93.342,65806
6316,0,1,0,0,0,0,1,0,0,0,48.099998235702515,2.02058,0,36.774,-91.886,65775
6317,0,1,0,0,0,0,1,0,0,0,85.09999823570251,1.66622,0,38.636,-90.245,63128
6318,0,1,0,0,0,0,1,0,0,0,566.1000070571899,1.66622,0,38.636,-90.245,63114
6319,0,1,0,0,1,0,0,0,0,0,22.200000882148743,1.96705,0,42.135,-72.632,1085
6320,0,1,0,0,0,0,0,0,1,0,429.2000141143799,3.15469,0,41.058,-75.339,18360
6321,1,0,0,0,0,0,1,0,0,0,162.80000352859497,1.63217,1,38.261,-90.538,63020
6322,0,1,0,0,0,0,0,0,1,0,96.19999647140503,2.28582,0,40.495,-78.714,15901
6323,0,1,0,0,0,0,0,0,1,0,525.3999929428101,2.3585,0,39.973,-75.749,19335
6324,0,1,0,0,0,0,0,1,0,0,77.69999647140503,1.91522,0,46.811,-102.655,58601
6325,1,0,0,1,0,0,0,0,0,0,329.2999858856201,2.14807,1,38.6,-86.105,47108
6326,1,0,1,0,0,0,0,0,0,0,33.29999911785126,3.11518,1,33.349,-112.491,85044
6327,0,1,0,0,1,0,0,0,0,0,22.200000882148743,1.68913,0,41.757,-71.089,2780
6328,0,1,0,0,1,0,0,0,0,0,188.69999647140503,1.82664,0,42.34,-72.664,1035
6329,0,1,0,1,0,0,0,0,0,0,11.100000441074371,1.58091,0,41.244,-85.861,46562
6330,0,1,0,0,0,1,0,0,0,0,181.30000352859497,1.15076,1,44.824,-94.272,55350
6331,0,1,0,0,1,0,0,0,0,0,133.19999647140503,1.61977,0,42.371,-73.207,1230
6332,0,1,0,0,0,0,1,0,0,0,88.80000352859497,1.63217,0,38.261,-90.538,63020
6333,0,1,0,0,0,0,0,0,0,1,66.59999823570251,0.544319,1,46.949,-94.325,56655
6334,1,0,0,0,0,0,1,0,0,0,144.30000352859497,1.79311,1,37.203,-94.34,64801
6335,0,1,0,0,0,0,0,1,0,0,29.60000044107437,1.77863,0,46.717,-101.283,58554
6336,1,0,1,0,0,0,0,0,0,0,96.19999647140503,3.43326,1,32.097,-111.789,85737
6337,0,1,0,0,0,0,0,1,0,0,11.100000441074371,1.48399,1,48.222,-101.541,58701
6338,0,1,0,0,0,0,0,0,1,0,181.30000352859497,2.39804,0,41.649,-75.304,18431
6339,0,1,0,0,0,0,0,1,0,0,70.29999911785126,1.77863,0,46.717,-101.283,58638
6340,1,0,0,0,0,0,0,0,0,1,33.29999911785126,0.695222,1,43.641,-84.847,48858
6341,0,1,0,0,0,0,0,0,1,0,532.7999858856201,2.38367,0,39.854,-80.223,15320
6342,0,1,0,0,0,0,0,1,0,0,133.19999647140503,1.22969,0,47.718,-98.901,58381
6343,1,0,0,1,0,0,0,0,0,0,14.800000220537186,2.19017,1,40.072,-86.052,46038
6344,0,1,0,0,0,0,0,0,1,0,606.7999858856201,2.95083,0,40.337,-75.107,18974
6345,0,1,0,0,0,0,0,1,0,0,606.7999858856201,1.54905,0,46.977,-100.469,58501
6346,0,1,0,1,0,0,0,0,0,0,255.30000352859497,2.58834,0,40.745,-84.937,46711
6347,0,1,0,0,0,0,0,0,1,0,40.70000088214874,2.49651,0,39.92,-76.727,17370
6348,1,0,1,0,0,0,0,0,0,0,22.200000882148743,2.71407,1,35.704,-113.757,86401
6349,0,1,0,0,1,0,0,0,0,0,484.7000141143799,1.61977,0,42.371,-73.207,1224
6350,0,1,0,0,1,0,0,0,0,0,37.0,2.43343,0,42.485,-71.392,1720
6351,0,1,0,0,0,0,1,0,0,0,37.0,2.09233,1,39.31,-94.42,64024
6352,0,1,0,0,0,0,0,0,1,0,821.4000282287598,2.08844,0,40.481,-78.349,16601
6353,0,1,0,0,1,0,0,0,0,0,25.89999955892563,1.68913,0,41.757,-71.089,2777
6354,1,0,1,0,0,0,0,0,0,0,159.10000705718994,3.11518,1,33.349,-112.491,85022
6355,0,1,0,0,0,0,0,0,1,0,55.5,2.67869,0,41.177,-75.989,18651
6356,0,1,0,0,0,0,0,0,1,0,107.30000352859497,3.28,0,40.007,-75.135,19144
6357,0,1,0,1,0,0,0,0,0,0,29.60000044107437,2.37005,0,40.729,-85.221,46714
6358,0,1,0,0,0,0,0,0,1,0,155.39999294281006,2.24475,0,41.302,-80.258,16127
6359,1,0,0,1,0,0,0,0,0,0,62.900001764297485,2.18034,1,39.393,-87.116,47834
6360,0,1,0,0,1,0,0,0,0,0,22.200000882148743,0.0,0,41.777,-70.257,2645
6361,1,0,0,1,0,0,0,0,0,0,259.0,2.13598,1,39.161,-86.523,47401
6362,0,1,0,0,0,0,0,0,1,0,81.40000176429749,2.61898,0,40.912,-79.913,16023
6363,0,1,0,0,0,1,0,0,0,0,70.29999911785126,0.862876,0,45.038,-92.884,55038
6364,1,0,0,1,0,0,0,0,0,0,484.7000141143799,1.58091,1,41.244,-85.861,46580
6365,0,1,0,0,0,0,0,0,1,0,111.0,2.67869,0,41.177,-75.989,18640
6366,1,0,0,1,0,0,0,0,0,0,144.30000352859497,2.15062,1,39.62,-85.466,46173
6367,0,1,0,0,1,0,0,0,0,0,33.29999911785126,2.04101,0,42.289,-70.776,2019
6368,1,0,0,1,0,0,0,0,0,0,18.5,2.23071,1,40.051,-86.469,46052
6369,1,0,0,1,0,0,0,0,0,0,11.100000441074371,2.33697,1,39.824,-85.773,46140
6370,1,0,0,0,0,0,0,0,0,1,51.79999911785126,0.622088,1,47.588,-92.462,55772
6371,0,1,0,0,1,0,0,0,0,0,155.39999294281006,1.69334,0,42.583,-72.592,33900
6372,1,0,0,0,0,0,0,0,0,1,62.900001764297485,0.544319,1,46.949,-94.325,56484
6373,0,1,0,0,0,0,0,0,0,1,44.400001764297485,1.04286,0,44.474,-87.993,54301
6374,0,1,0,0,0,0,1,0,0,0,33.29999911785126,1.9662,1,39.495,-92.001,65275
