resultNumber,censusMetropolitanArea,province,forwardSortationAreaCodes,testDurationInDays,averageRadonConcentrationInBqPerM3,averageThoronConcentrationInBqPerM3
588,Victoria CMA,BC,V9E,91,53,14
589,Victoria CMA,BC,V9Z,98,14,14
590,Victoria CMA,BC,V9Z,94,83,31
591,Winnipeg CMA,MB,*,90,453,33
592,Winnipeg CMA,MB,*,92,307,14
593,Winnipeg CMA,MB,*,113,496,14
594,Winnipeg CMA,MB,*,92,666,14
595,Winnipeg CMA,MB,*,98,606,14
596,Winnipeg CMA,MB,*,91,456,14
597,Winnipeg CMA,MB,*,92,592,17
598,Winnipeg CMA,MB,*,91,108,14
599,Winnipeg CMA,MB,R2C,92,214,14
600,Winnipeg CMA,MB,R2C,92,85,14
601,Winnipeg CMA,MB,R2C,90,196,15
602,Winnipeg CMA,MB,R2C,93,435,18
603,Winnipeg CMA,MB,R2E,91,126,14
604,Winnipeg CMA,MB,R2E,92,139,36
605,Winnipeg CMA,MB,R2E,91,130,14
606,Winnipeg CMA,MB,R2G,99,149,14
607,Winnipeg CMA,MB,R2G,93,216,14
608,Winnipeg CMA,MB,R2G,95,133,20
609,Winnipeg CMA,MB,R2G,93,101,14
610,Winnipeg CMA,MB,R2G,91,202,14
611,Winnipeg CMA,MB,R2H,93,294,14
612,Winnipeg CMA,MB,R2H,107,288,14
613,Winnipeg CMA,MB,R2H,91,411,14
614,Winnipeg CMA,MB,R2J,99,86,14
615,Winnipeg CMA,MB,R2J,92,141,14
616,Winnipeg CMA,MB,R2J,106,258,14
617,Winnipeg CMA,MB,R2J,110,93,14
618,Winnipeg CMA,MB,R2K,92,389,14
619,Winnipeg CMA,MB,R2K,92,395,14
620,Winnipeg CMA,MB,R2K,105,100,14
621,Winnipeg CMA,MB,R2K,105,635,14
622,Winnipeg CMA,MB,R2L,93,50,14
623,Winnipeg CMA,MB,R2L,92,182,14
624,Winnipeg CMA,MB,R2L,90,70,14
625,Winnipeg CMA,MB,R2M,95,331,14
626,Winnipeg CMA,MB,R2M,91,259,14
627,Winnipeg CMA,MB,R2M,91,1220,14
628,Winnipeg CMA,MB,R2M,92,1018,14
629,Winnipeg CMA,MB,R2N,93,204,14
630,Winnipeg CMA,MB,R2N,97,180,14
631,Winnipeg CMA,MB,R2N,95,151,18
632,Winnipeg CMA,MB,R2P,93,353,14
633,Winnipeg CMA,MB,R2P,91,245,14
634,Winnipeg CMA,MB,R2P,91,297,14
635,Winnipeg CMA,MB,R2R,89,77,14
636,Winnipeg CMA,MB,R2R,105,180,14
637,Winnipeg CMA,MB,R2V,91,330,14
638,Winnipeg CMA,MB,R2V,100,257,14
639,Winnipeg CMA,MB,R2V,95,91,14
640,Winnipeg CMA,MB,R2V,97,144,14
641,Winnipeg CMA,MB,R2W,91,82,24
642,Winnipeg CMA,MB,R2W,103,75,14
643,Winnipeg CMA,MB,R2W,91,80,14
644,Winnipeg CMA,MB,R2X,93,194,14
645,Winnipeg CMA,MB,R2X,92,372,14
646,Winnipeg CMA,MB,R3B,105,139,14
647,Winnipeg CMA,MB,R3B,101,107,14
648,Winnipeg CMA,MB,R3B,106,37,14
649,Winnipeg CMA,MB,R3E,92,238,14
650,Winnipeg CMA,MB,R3E,92,38,14
651,Winnipeg CMA,MB,R3G,102,188,22
652,Winnipeg CMA,MB,R3G,95,176,14
653,Winnipeg CMA,MB,R3G,110,67,14
654,Winnipeg CMA,MB,R3J,112,76,14
655,Winnipeg CMA,MB,R3J,93,208,14
656,Winnipeg CMA,MB,R3J,91,283,14
657,Winnipeg CMA,MB,R3J,92,109,14
658,Winnipeg CMA,MB,R3K,92,462,46
659,Winnipeg CMA,MB,R3K,103,36,14
660,Winnipeg CMA,MB,R3L,91,97,14
661,Winnipeg CMA,MB,R3L,91,190,14
662,Winnipeg CMA,MB,R3L,92,405,14
663,Winnipeg CMA,MB,R3M,91,126,15
664,Winnipeg CMA,MB,R3M,91,742,14
665,Winnipeg CMA,MB,R3M,104,275,14
666,Winnipeg CMA,MB,R3N,91,188,14
667,Winnipeg CMA,MB,R3N,91,93,14
668,Winnipeg CMA,MB,R3N,93,105,14
669,Winnipeg CMA,MB,R3P,91,373,14
670,Winnipeg CMA,MB,R3P,93,159,14
671,Winnipeg CMA,MB,R3P,143,230,14
672,Winnipeg CMA,MB,R3R,102,220,14
673,Winnipeg CMA,MB,R3R,91,799,14
674,Winnipeg CMA,MB,R3R,121,666,19
675,Winnipeg CMA,MB,R3R,93,400,17
676,Winnipeg CMA,MB,R3R,91,141,22
677,Winnipeg CMA,MB,R3T,93,275,14
678,Winnipeg CMA,MB,R3T,93,274,25
679,Winnipeg CMA,MB,R3T,105,191,14
680,Winnipeg CMA,MB,R3V,113,675,33
681,Winnipeg CMA,MB,R3V,89,97,14
682,Winnipeg CMA,MB,R3V,91,87,14
683,Winnipeg CMA,MB,R3W,92,282,24
684,Winnipeg CMA,MB,R3W,92,228,14
685,Winnipeg CMA,MB,R3X,91,114,14
686,Winnipeg CMA,MB,R3X,91,101,14
687,Winnipeg CMA,MB,R3Y,90,121,14
688,Winnipeg CMA,MB,R3Y,93,63,14
689,Winnipeg CMA,MB,R3Y,92,195,14
690,Moncton CMA,NB,E1A,91,17,14
691,Moncton CMA,NB,E1A,92,117,14
692,Moncton CMA,NB,E1A,93,55,14
693,Moncton CMA,NB,E1A,93,162,14
694,Moncton CMA,NB,E1A,96,14,73
695,Moncton CMA,NB,E1A,91,59,16
696,Moncton CMA,NB,E1A,91,103,14
697,Moncton CMA,NB,E1A,91,86,14
698,Moncton CMA,NB,E1A,92,148,14
699,Moncton CMA,NB,E1A,98,83,14
700,Moncton CMA,NB,E1A,91,45,14
701,Moncton CMA,NB,E1A,95,36,14
702,Moncton CMA,NB,E1A,91,38,14
703,Moncton CMA,NB,E1B,92,97,17
704,Moncton CMA,NB,E1B,91,40,14
705,Moncton CMA,NB,E1B,100,58,21
706,Moncton CMA,NB,E1B,93,49,14
707,Moncton CMA,NB,E1B,91,122,14
708,Moncton CMA,NB,E1B,91,63,14
709,Moncton CMA,NB,E1B,90,45,14
710,Moncton CMA,NB,E1B,90,58,14
711,Moncton CMA,NB,E1B,92,90,14
712,Moncton CMA,NB,E1B,91,41,20
713,Moncton CMA,NB,E1B,91,117,14
714,Moncton CMA,NB,E1C,91,88,14
715,Moncton CMA,NB,E1C,94,14,14
716,Moncton CMA,NB,E1C,91,79,14
717,Moncton CMA,NB,E1C,92,29,14
718,Moncton CMA,NB,E1C,121,25,N/A
719,Moncton CMA,NB,E1C,94,34,N/A
720,Moncton CMA,NB,E1C,91,15,14
721,Moncton CMA,NB,E1C,90,14,14
722,Moncton CMA,NB,E1C,95,105,N/A
723,Moncton CMA,NB,E1C,108,36,14
724,Moncton CMA,NB,E1C,92,38,14
725,Moncton CMA,NB,E1C,97,37,21
726,Moncton CMA,NB,E1C,92,54,14
727,Moncton CMA,NB,E1C,99,98,14
728,Moncton CMA,NB,E1C,93,81,37
729,Moncton CMA,NB,E1E,97,108,14
730,Moncton CMA,NB,E1E,91,44,14
731,Moncton CMA,NB,E1E,106,33,14
732,Moncton CMA,NB,E1E,101,31,14
733,Moncton CMA,NB,E1E,94,44,14
734,Moncton CMA,NB,E1E,99,59,14
735,Moncton CMA,NB,E1E,116,30,14
736,Moncton CMA,NB,E1E,91,28,14
737,Moncton CMA,NB,E1E,114,38,14
738,Moncton CMA,NB,E1E,97,18,14
739,Moncton CMA,NB,E1E,91,89,14
740,Moncton CMA,NB,E1E,127,46,14
741,Moncton CMA,NB,E1E,97,95,14
742,Moncton CMA,NB,E1E,94,76,14
743,Moncton CMA,NB,E1E,98,18,14
744,Moncton CMA,NB,E1G,129,14,14
745,Moncton CMA,NB,E1G,92,106,28
746,Moncton CMA,NB,E1G,122,36,14
747,Moncton CMA,NB,E1G,105,57,14
748,Moncton CMA,NB,E1G,91,43,20
749,Moncton CMA,NB,E1G,90,91,14
750,Moncton CMA,NB,E1G,93,93,14
751,Moncton CMA,NB,E1G,30,655,41
752,Moncton CMA,NB,E1G,91,232,14
753,Moncton CMA,NB,E1G,102,68,14
754,Moncton CMA,NB,E1G,93,130,23
755,Moncton CMA,NB,E1G,90,70,14
756,Moncton CMA,NB,E1G,93,115,14
757,Moncton CMA,NB,E1G,91,143,14
758,Moncton CMA,NB,E1G,107,21,14
759,Moncton CMA,NB,E1G,92,50,14
760,Moncton CMA,NB,E1G,127,207,14
761,Moncton CMA,NB,E1H,88,14,14
762,Moncton CMA,NB,E1H,93,30,14
763,Moncton CMA,NB,E1H,94,44,14
764,Moncton CMA,NB,E1H,92,99,14
765,Moncton CMA,NB,E1H,131,65,14
766,Moncton CMA,NB,E1H,98,57,14
767,Moncton CMA,NB,E1H,95,64,14
768,Moncton CMA,NB,E1H,91,82,14
769,Moncton CMA,NB,E1H,93,52,14
770,Moncton CMA,NB,E1H,91,153,14
771,Moncton CMA,NB,E1H,95,205,14
772,Moncton CMA,NB,E1H,94,208,14
773,Moncton CMA,NB,E1H,93,96,14
774,Moncton CMA,NB,E1J,97,97,14
775,Moncton CMA,NB,E1J,95,70,14
776,Moncton CMA,NB,E1J,99,35,14
777,Moncton CMA,NB,E1J,91,67,14
778,Moncton CMA,NB,E1J,91,53,14
779,Moncton CMA,NB,E1J,100,82,14
780,Moncton CMA,NB,E1J,96,46,14
781,Moncton CMA,NB,E1J,89,205,14
782,Moncton CMA,NB,E1J,91,61,14
783,Moncton CMA,NB,E1J,91,45,14
784,Moncton CMA,NB,E1J,91,89,14
785,Saint John CMA,NB,*,91,187,14
786,Saint John CMA,NB,E2H,91,58,14
787,Saint John CMA,NB,E2H,180,139,14
788,Saint John CMA,NB,E2H,91,57,14
789,Saint John CMA,NB,E2H,91,85,14
790,Saint John CMA,NB,E2H,92,100,14
791,Saint John CMA,NB,E2H,93,64,15
792,Saint John CMA,NB,E2H,92,55,14
793,Saint John CMA,NB,E2H,103,56,14
794,Saint John CMA,NB,E2H,91,14,41
795,Saint John CMA,NB,E2H,98,77,25
796,Saint John CMA,NB,E2J,93,57,14
797,Saint John CMA,NB,E2J,121,14,14
798,Saint John CMA,NB,E2J,90,22,14
799,Saint John CMA,NB,E2J,107,14,14
800,Saint John CMA,NB,E2J,99,26,24
801,Saint John CMA,NB,E2J,193,98,14
802,Saint John CMA,NB,E2J,92,49,14
803,Saint John CMA,NB,E2J,102,149,14
804,Saint John CMA,NB,E2J,91,45,14
805,Saint John CMA,NB,E2J,92,111,14
806,Saint John CMA,NB,E2J,91,52,14
807,Saint John CMA,NB,E2J,91,32,22
808,Saint John CMA,NB,E2J,111,38,14
809,Saint John CMA,NB,E2J,92,21,14
810,Saint John CMA,NB,E2J,69,102,26
811,Saint John CMA,NB,E2J,91,52,14
812,Saint John CMA,NB,E2J,94,14,14
813,Saint John CMA,NB,E2J,86,118,205
814,Saint John CMA,NB,E2J,92,14,14
815,Saint John CMA,NB,E2K,91,14,14
816,Saint John CMA,NB,E2K,91,16,25
817,Saint John CMA,NB,E2K,91,210,14
818,Saint John CMA,NB,E2K,124,317,14
819,Saint John CMA,NB,E2K,91,129,129
820,Saint John CMA,NB,E2K,95,55,14
821,Saint John CMA,NB,E2K,89,106,14
822,Saint John CMA,NB,E2K,91,77,14
823,Saint John CMA,NB,E2K,138,25,25
824,Saint John CMA,NB,E2K,103,42,14
825,Saint John CMA,NB,E2K,96,53,14
826,Saint John CMA,NB,E2K,93,50,14
827,Saint John CMA,NB,E2K,91,85,14
828,Saint John CMA,NB,E2K,90,180,32
829,Saint John CMA,NB,E2K,94,84,14
830,Saint John CMA,NB,E2K,91,65,14
831,Saint John CMA,NB,E2K,141,337,14
832,Saint John CMA,NB,E2L,95,18,14
833,Saint John CMA,NB,E2L,91,20,14
834,Saint John CMA,NB,E2L,91,16,14
835,Saint John CMA,NB,E2L,122,74,14
836,Saint John CMA,NB,E2L,94,33,14
837,Saint John CMA,NB,E2M,91,20,14
838,Saint John CMA,NB,E2M,91,14,16
839,Saint John CMA,NB,E2M,122,37,14
840,Saint John CMA,NB,E2M,98,21,14
841,Saint John CMA,NB,E2M,93,37,19
842,Saint John CMA,NB,E2M,116,33,14
843,Saint John CMA,NB,E2M,120,40,14
844,Saint John CMA,NB,E2M,96,19,14
845,Saint John CMA,NB,E2M,94,158,14
846,Saint John CMA,NB,E2M,90,37,14
847,Saint John CMA,NB,E2M,91,151,14
848,Saint John CMA,NB,E2M,91,190,14
849,Saint John CMA,NB,E2M,92,28,14
850,Saint John CMA,NB,E2M,91,23,26
851,Saint John CMA,NB,E2M,99,287,14
852,Saint John CMA,NB,E2M,92,61,14
853,Saint John CMA,NB,E2M,91,245,14
854,Saint John CMA,NB,E2M,91,814,14
855,Saint John CMA,NB,E2M,107,62,14
856,Saint John CMA,NB,E2M,129,86,14
857,Saint John CMA,NB,E2M,91,250,16
858,Saint John CMA,NB,E2N,120,32,14
859,Saint John CMA,NB,E2N,91,26,20
860,Saint John CMA,NB,E2N,92,78,14
861,Saint John CMA,NB,E2N,91,68,14
862,Saint John CMA,NB,E2N,104,152,14
863,Saint John CMA,NB,E2N,91,413,14
864,Saint John CMA,NB,E2N,100,28,14
865,Saint John CMA,NB,E2P,93,22,29
866,Saint John CMA,NB,E2P,91,64,14
867,Saint John CMA,NB,E2P,92,37,14
868,Saint John CMA,NB,E2S,94,49,14
869,Saint John CMA,NB,E2S,100,100,19
870,Saint John CMA,NB,E2S,87,404,21
871,Saint John CMA,NB,E2S,94,19,14
872,Saint John CMA,NB,E2S,93,429,61
873,Saint John CMA,NB,E2S,127,29,14
874,Saint John CMA,NB,E2S,81,14,14
875,Saint John CMA,NB,E2S,91,74,16
876,Saint John CMA,NB,E2S,109,106,14
877,Saint John CMA,NB,E2S,93,220,14
878,Saint John CMA,NB,E2S,106,96,14
879,Saint John CMA,NB,E5J,93,185,14
880,Saint John CMA,NB,E5J,91,182,40
881,Saint John CMA,NB,E5J,91,31,18
882,Saint John CMA,NB,E5K,90,68,14
883,Saint John CMA,NB,E5K,90,120,17
884,Saint John CMA,NB,E5K,91,93,14
885,Saint John CMA,NB,E5K,91,244,14
886,Saint John CMA,NB,E5K,105,443,14
887,Saint John CMA,NB,E5K,91,80,16
888,Saint John CMA,NB,E5K,91,248,14
889,Saint John CMA,NB,E5L,95,161,14
890,Saint John CMA,NB,E5L,98,117,14
891,Saint John CMA,NB,E5L,93,84,14
892,Saint John CMA,NB,E5L,96,47,29
893,Saint John CMA,NB,E5L,97,101,14
894,Saint John CMA,NB,E5M,95,481,14
895,Saint John CMA,NB,E5M,101,275,71
896,Saint John CMA,NB,E5M,96,98,14
897,Saint John CMA,NB,E5M,91,29,14
898,Saint John CMA,NB,E5S,91,288,14
899,Saint John CMA,NB,E5S,95,410,14
900,St. John's CMA,NL,A1A,91,70,14
901,St. John's CMA,NL,A1A,90,146,14
902,St. John's CMA,NL,A1A,91,136,14
903,St. John's CMA,NL,A1A,106,63,14
904,St. John's CMA,NL,A1A,93,119,N/A
905,St. John's CMA,NL,A1A,93,58,14
906,St. John's CMA,NL,A1A,108,174,14
907,St. John's CMA,NL,A1A,98,25,14
908,St. John's CMA,NL,A1A,92,192,14
909,St. John's CMA,NL,A1A,91,28,14
910,St. John's CMA,NL,A1A,91,14,14
911,St. John's CMA,NL,A1A,102,120,14
912,St. John's CMA,NL,A1A,91,140,27
913,St. John's CMA,NL,A1A,92,48,14
914,St. John's CMA,NL,A1A,96,110,14
915,St. John's CMA,NL,A1A,91,41,14
916,St. John's CMA,NL,A1A,90,82,14
917,St. John's CMA,NL,A1A,99,87,18
918,St. John's CMA,NL,A1A,91,38,14
919,St. John's CMA,NL,A1A,101,201,14
920,St. John's CMA,NL,A1B,93,158,19
921,St. John's CMA,NL,A1B,97,55,19
922,St. John's CMA,NL,A1B,91,136,14
923,St. John's CMA,NL,A1B,91,28,14
924,St. John's CMA,NL,A1B,91,70,14
925,St. John's CMA,NL,A1B,91,77,14
926,St. John's CMA,NL,A1B,94,59,14
927,St. John's CMA,NL,A1B,101,128,14
928,St. John's CMA,NL,A1B,92,85,14
929,St. John's CMA,NL,A1B,91,112,14
930,St. John's CMA,NL,A1B,91,14,14
931,St. John's CMA,NL,A1B,91,71,14
932,St. John's CMA,NL,A1B,172,330,14
933,St. John's CMA,NL,A1B,93,38,17
934,St. John's CMA,NL,A1B,98,38,14
935,St. John's CMA,NL,A1C,93,37,14
936,St. John's CMA,NL,A1C,91,14,14
937,St. John's CMA,NL,A1C,91,14,14
938,St. John's CMA,NL,A1C,91,52,14
939,St. John's CMA,NL,A1C,122,78,14
940,St. John's CMA,NL,A1C,91,14,21
941,St. John's CMA,NL,A1C,92,30,14
942,St. John's CMA,NL,A1C,91,51,14
943,St. John's CMA,NL,A1C,92,47,23
944,St. John's CMA,NL,A1C,91,28,14
945,St. John's CMA,NL,A1C,95,32,14
946,St. John's CMA,NL,A1E,114,74,14
947,St. John's CMA,NL,A1E,91,44,14
948,St. John's CMA,NL,A1E,91,37,14
949,St. John's CMA,NL,A1E,92,78,14
950,St. John's CMA,NL,A1E,94,36,14
951,St. John's CMA,NL,A1E,91,120,14
952,St. John's CMA,NL,A1E,91,14,14
953,St. John's CMA,NL,A1E,91,150,14
954,St. John's CMA,NL,A1E,91,158,N/A
955,St. John's CMA,NL,A1E,91,46,14
956,St. John's CMA,NL,A1E,91,107,17
957,St. John's CMA,NL,A1E,113,32,14
958,St. John's CMA,NL,A1E,91,67,14
959,St. John's CMA,NL,A1E,93,15,14
960,St. John's CMA,NL,A1E,96,14,14
961,St. John's CMA,NL,A1E,91,221,14
962,St. John's CMA,NL,A1E,96,76,14
963,St. John's CMA,NL,A1E,97,251,14
964,St. John's CMA,NL,A1G,91,69,14
965,St. John's CMA,NL,A1G,111,50,14
966,St. John's CMA,NL,A1G,91,53,N/A
967,St. John's CMA,NL,A1G,92,196,14
968,St. John's CMA,NL,A1G,91,20,14
969,St. John's CMA,NL,A1G,95,41,22
970,St. John's CMA,NL,A1G,97,168,14
971,St. John's CMA,NL,A1G,91,141,14
972,St. John's CMA,NL,A1G,131,70,14
973,St. John's CMA,NL,A1G,90,37,14
974,St. John's CMA,NL,A1G,118,52,14
975,St. John's CMA,NL,A1H,135,82,14
976,St. John's CMA,NL,A1H,91,82,14
977,St. John's CMA,NL,A1H,97,110,14
978,St. John's CMA,NL,A1H,126,210,14
979,St. John's CMA,NL,A1H,96,153,14
980,St. John's CMA,NL,A1H,130,110,14
981,St. John's CMA,NL,A1H,95,79,14
982,St. John's CMA,NL,A1N,99,14,14
983,St. John's CMA,NL,A1N,99,16,14
984,St. John's CMA,NL,A1N,92,46,14
985,St. John's CMA,NL,A1N,108,117,14
986,St. John's CMA,NL,A1N,93,151,14
987,St. John's CMA,NL,A1N,95,184,14
988,St. John's CMA,NL,A1N,105,63,14
989,St. John's CMA,NL,A1N,96,107,14
990,St. John's CMA,NL,A1N,91,96,23
991,St. John's CMA,NL,A1N,90,46,21
992,St. John's CMA,NL,A1N,92,252,14
993,St. John's CMA,NL,A1N,91,131,14
994,St. John's CMA,NL,A1N,91,122,26
995,St. John's CMA,NL,A1N,92,120,14
996,St. John's CMA,NL,A1N,91,109,14
997,Halifax CMA,NS,*,118,44,14
998,Halifax CMA,NS,*,91,66,14
999,Halifax CMA,NS,*,93,87,14
1000,Halifax CMA,NS,B2V,91,27,36
1001,Halifax CMA,NS,B2V,95,40,14
1002,Halifax CMA,NS,B2V,91,94,14
1003,Halifax CMA,NS,B2V,94,44,14
1004,Halifax CMA,NS,B2V,102,93,22
1005,Halifax CMA,NS,B2W,94,139,14
1006,Halifax CMA,NS,B2W,102,39,14
1007,Halifax CMA,NS,B2W,111,231,14
1008,Halifax CMA,NS,B2W,117,35,18
1009,Halifax CMA,NS,B2X,91,39,14
1010,Halifax CMA,NS,B2X,101,99,14
1011,Halifax CMA,NS,B2X,91,307,14
1012,Halifax CMA,NS,B2X,99,19,14
1013,Halifax CMA,NS,B2X,92,100,14
1014,Halifax CMA,NS,B2X,97,56,18
1015,Halifax CMA,NS,B2Y,97,64,14
1016,Halifax CMA,NS,B2Y,91,15,14
1017,Halifax CMA,NS,B2Y,95,78,N/A
1018,Halifax CMA,NS,B2Y,92,28,25
1019,Halifax CMA,NS,B2Y,90,17,14
1020,Halifax CMA,NS,B2Y,91,25,25
1021,Halifax CMA,NS,B2Y,97,82,14
1022,Halifax CMA,NS,B2Z,94,142,14
1023,Halifax CMA,NS,B2Z,92,99,14
1024,Halifax CMA,NS,B2Z,90,60,14
1025,Halifax CMA,NS,B3A,113,382,14
1026,Halifax CMA,NS,B3A,92,14,171
1027,Halifax CMA,NS,B3A,95,42,14
1028,Halifax CMA,NS,B3A,102,91,14
1029,Halifax CMA,NS,B3A,96,314,14
1030,Halifax CMA,NS,B3A,91,140,14
1031,Halifax CMA,NS,B3A,123,297,14
1032,Halifax CMA,NS,B3H,111,55,14
1033,Halifax CMA,NS,B3H,94,91,14
1034,Halifax CMA,NS,B3H,91,84,14
1035,Halifax CMA,NS,B3H,92,45,16
1036,Halifax CMA,NS,B3H,92,58,35
1037,Halifax CMA,NS,B3H,92,518,14
1038,Halifax CMA,NS,B3H,91,333,14
1039,Halifax CMA,NS,B3K,90,38,16
1040,Halifax CMA,NS,B3K,91,50,25
1041,Halifax CMA,NS,B3K,90,235,14
1042,Halifax CMA,NS,B3K,92,103,23
1043,Halifax CMA,NS,B3K,164,14,14
1044,Halifax CMA,NS,B3K,98,25,20
1045,Halifax CMA,NS,B3K,91,120,14
1046,Halifax CMA,NS,B3K,90,14,14
1047,Halifax CMA,NS,B3L,91,274,14
1048,Halifax CMA,NS,B3L,91,82,20
1049,Halifax CMA,NS,B3L,99,199,88
1050,Halifax CMA,NS,B3L,90,373,14
1051,Halifax CMA,NS,B3L,92,140,14
1052,Halifax CMA,NS,B3L,91,211,14
1053,Halifax CMA,NS,B3L,96,35,14
1054,Halifax CMA,NS,B3L,90,14,110
1055,Halifax CMA,NS,B3M,92,222,22
1056,Halifax CMA,NS,B3M,91,49,14
1057,Halifax CMA,NS,B3M,95,14,14
1058,Halifax CMA,NS,B3M,92,1079,14
1059,Halifax CMA,NS,B3M,91,44,14
1060,Halifax CMA,NS,B3N,91,306,14
1061,Halifax CMA,NS,B3N,91,119,14
1062,Halifax CMA,NS,B3N,91,235,14
1063,Halifax CMA,NS,B3N,93,168,14
1064,Halifax CMA,NS,B3N,91,181,17
1065,Halifax CMA,NS,B3N,93,127,14
1066,Halifax CMA,NS,B3N,76,348,19
1067,Halifax CMA,NS,B3P,99,71,32
1068,Halifax CMA,NS,B3P,93,149,14
1069,Halifax CMA,NS,B3P,91,336,14
1070,Halifax CMA,NS,B3P,110,214,14
1071,Halifax CMA,NS,B3P,91,67,14
1072,Halifax CMA,NS,B3P,93,819,14
1073,Halifax CMA,NS,B3P,96,327,14
1074,Halifax CMA,NS,B3R,91,238,38
1075,Halifax CMA,NS,B3R,91,45,14
1076,Halifax CMA,NS,B3R,93,14,14
1077,Halifax CMA,NS,B3R,91,727,14
1078,Halifax CMA,NS,B3S,92,142,14
1079,Halifax CMA,NS,B3S,124,36,14
1080,Halifax CMA,NS,B3S,91,35,14
1081,Halifax CMA,NS,B3S,94,69,20
1082,Halifax CMA,NS,B3T,91,26,14
1083,Halifax CMA,NS,B3T,91,49,19
1084,Halifax CMA,NS,B3T,91,624,14
1085,Halifax CMA,NS,B3T,92,668,14
1086,Halifax CMA,NS,B3T,98,590,28
1087,Halifax CMA,NS,B3T,94,147,58
1088,Halifax CMA,NS,B3V,103,70,14
1089,Halifax CMA,NS,B3V,91,413,14
1090,Halifax CMA,NS,B3V,99,219,14
1091,Halifax CMA,NS,B3V,91,125,14
1092,Halifax CMA,NS,B3V,91,61,14
1093,Halifax CMA,NS,B3Z,92,209,14
1094,Halifax CMA,NS,B3Z,90,2117,66
1095,Halifax CMA,NS,B3Z,92,348,14
1096,Halifax CMA,NS,B3Z,91,87,14
1097,Halifax CMA,NS,B3Z,100,124,14
1098,Halifax CMA,NS,B3Z,101,160,14
1099,Barrie CMA,ON,L4M,99,67,14
1100,Barrie CMA,ON,L4M,90,115,14
1101,Barrie CMA,ON,L4M,93,119,17
1102,Barrie CMA,ON,L4M,93,251,14
1103,Barrie CMA,ON,L4M,92,147,26
1104,Barrie CMA,ON,L4M,121,78,14
1105,Barrie CMA,ON,L4M,91,89,N/A
1106,Barrie CMA,ON,L4M,102,172,14
1107,Barrie CMA,ON,L4M,92,75,14
1108,Barrie CMA,ON,L4M,146,145,14
1109,Barrie CMA,ON,L4M,92,163,14
1110,Barrie CMA,ON,L4M,95,231,14
1111,Barrie CMA,ON,L4M,91,113,14
1112,Barrie CMA,ON,L4M,92,62,14
1113,Barrie CMA,ON,L4M,92,42,14
1114,Barrie CMA,ON,L4M,91,53,14
1115,Barrie CMA,ON,L4M,96,205,14
1116,Barrie CMA,ON,L4M,91,757,14
1117,Barrie CMA,ON,L4M,91,69,14
1118,Barrie CMA,ON,L4M,95,70,14
1119,Barrie CMA,ON,L4M,91,132,14
1120,Barrie CMA,ON,L4M,90,156,14
1121,Barrie CMA,ON,L4M,93,79,14
1122,Barrie CMA,ON,L4M,92,61,14
1123,Barrie CMA,ON,L4M,130,44,14
1124,Barrie CMA,ON,L4M,95,71,18
1125,Barrie CMA,ON,L4M,91,20,28
1126,Barrie CMA,ON,L4M,91,56,14
1127,Barrie CMA,ON,L4M,91,22,14
1128,Barrie CMA,ON,L4M,93,108,14
1129,Barrie CMA,ON,L4M,91,159,14
1130,Barrie CMA,ON,L4M,97,14,14
1131,Barrie CMA,ON,L4M,96,48,14
1132,Barrie CMA,ON,L4M,102,99,14
1133,Barrie CMA,ON,L4M,96,61,18
1134,Barrie CMA,ON,L4M,86,15,24
1135,Barrie CMA,ON,L4N,147,74,14
1136,Barrie CMA,ON,L4N,91,31,14
1137,Barrie CMA,ON,L4N,95,35,14
1138,Barrie CMA,ON,L4N,91,61,15
1139,Barrie CMA,ON,L4N,91,43,21
1140,Barrie CMA,ON,L4N,90,67,14
1141,Barrie CMA,ON,L4N,113,30,14
1142,Barrie CMA,ON,L4N,126,14,14
1143,Barrie CMA,ON,L4N,94,69,14
1144,Barrie CMA,ON,L4N,91,175,14
1145,Barrie CMA,ON,L4N,90,32,21
1146,Barrie CMA,ON,L4N,91,86,17
1147,Barrie CMA,ON,L4N,91,74,14
1148,Barrie CMA,ON,L4N,133,36,14
1149,Barrie CMA,ON,L4N,91,83,14
1150,Barrie CMA,ON,L4N,94,87,14
1151,Barrie CMA,ON,L4N,92,38,14
1152,Barrie CMA,ON,L4N,107,17,14
1153,Barrie CMA,ON,L4N,90,132,14
1154,Barrie CMA,ON,L4N,95,98,14
1155,Barrie CMA,ON,L4N,110,40,14
1156,Barrie CMA,ON,L4N,82,92,39
1157,Barrie CMA,ON,L4N,71,94,14
1158,Barrie CMA,ON,L4N,128,37,134
1159,Barrie CMA,ON,L4N,104,39,14
1160,Barrie CMA,ON,L4N,98,64,14
1161,Barrie CMA,ON,L4N,114,133,14
1162,Barrie CMA,ON,L4N,91,36,14
1163,Barrie CMA,ON,L4N,99,38,14
1164,Barrie CMA,ON,L4N,91,22,14
1165,Barrie CMA,ON,L4N,102,43,14
1166,Barrie CMA,ON,L4N,91,23,14
1167,Barrie CMA,ON,L4N,111,34,14
1168,Barrie CMA,ON,L4N,129,56,14
1169,Barrie CMA,ON,L4N,91,100,14
1170,Barrie CMA,ON,L4N,136,76,14
1171,Barrie CMA,ON,L4N,96,77,14
1172,Barrie CMA,ON,L4N,103,61,14
1173,Barrie CMA,ON,L4N,99,98,14
1174,Barrie CMA,ON,L4N,92,60,18
1175,Barrie CMA,ON,L4N,99,52,14
